reviewer_initials,study_ID,ES_ID,cohort_ID,full_citation,journal,publication_year,publication_type,country,random_assignment,blind_measurement,protocol_registration,raw_data_availability,source_code_availability,funding_disclosed,funding_potential_COI,funding_potential_COI_comment,COI_disclosed,species,initial_size_g,experimental_system,experimental_unit,intervention_species,intervention_preparation,treatment_name,intervention_dose,study_duration_days,feeding_conditions,outcome,outcome_category,study_conditions,challenge_category,water_temperature,treatment_mean,treatment_SE,treatment_SD,treatment_n,treatment_n_description,control_group_ID,control_mean,control_SE,control_SD,control_n,control_n_description,units,"data_source
",proportional_data,Comment,short_citation,outcome_long,country_standardised,control_CV,treatment_CV
RP,S006,S006.33,S006.C,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.33,0.005773503,0.01,3,Tank,IMTA-U0,0.27,0.005773503,0.01,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,South Africa,0.037037037,0.03030303
RP,S006,S006.34,S006.C,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.34,0.005773503,0.01,3,Tank,IMTA-U0,0.27,0.005773503,0.01,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,South Africa,0.037037037,0.029411765
RP,S006,S006.35,S006.C,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.34,0.005773503,0.01,3,Tank,IMTA-U0,0.27,0.005773503,0.01,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,South Africa,0.037037037,0.029411765
RP,S006,S006.36,S006.C,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,SGR,growth performance,Basal,Not applicable,18.75,0.3,0.005773503,0.01,3,Tank,IMTA-U0,0.27,0.005773503,0.01,3,Tank,%BW/day,Figure 6.4,No,NA,Falade (2023),Specific growth rate,South Africa,0.037037037,0.033333333
RP,S006,S006.37,S006.D,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,CF,growth performance,Basal,Not applicable,17.55,1,0.004472136,0.01,5,Tank,Abfeed®-S34 Control,1.01,0.004472136,0.01,5,Tank,arbitrary units,Figure 5.3,No,NA,Falade (2023),Condition factor,South Africa,0.00990099,0.01
RP,S006,S006.38,S006.D,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,CF,growth performance,Basal,Not applicable,17.55,1.02,0.008944272,0.02,5,Tank,Abfeed®-S34 Control,1.01,0.004472136,0.01,5,Tank,arbitrary units,Figure 5.3,No,NA,Falade (2023),Condition factor,South Africa,0.00990099,0.019607843
RP,S006,S006.1,S006.E,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,FCR,nutrient utilisation,Basal,Not applicable,17.55,1.54,0.09,0.2,5,Tank,Abfeed®-S34 Control,1.08,0.04,0.09,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.083333333,0.12987013
RP,S006,S006.4,S006.E,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,FCR,nutrient utilisation,Basal,Not applicable,17.55,1.81,0.2,0.45,5,Tank,Abfeed®-S34 Control,1.08,0.04,0.09,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.083333333,0.248618785
RP,S006,S006.27,S006.F,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,CF,growth performance,Basal,Not applicable,18.75,1.24,0.023094011,0.04,3,Tank,IMTA-U0,1.24,0.017320508,0.03,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,South Africa,0.024193548,0.032258065
RP,S006,S006.28,S006.F,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,CF,growth performance,Basal,Not applicable,18.75,1.26,0.023094011,0.04,3,Tank,IMTA-U0,1.24,0.017320508,0.03,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,South Africa,0.024193548,0.031746032
RP,S006,S006.29,S006.F,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,CF,growth performance,Basal,Not applicable,18.75,1.32,0.06350853,0.11,3,Tank,IMTA-U0,1.24,0.017320508,0.03,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,South Africa,0.024193548,0.083333333
RP,S006,S006.30,S006.F,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,CF,growth performance,Basal,Not applicable,18.75,1.23,0.005773503,0.01,3,Tank,IMTA-U0,1.24,0.017320508,0.03,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,South Africa,0.024193548,0.008130081
RP,S006,S006.31,S006.F,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,CF,growth performance,Basal,Not applicable,18.75,1.23,0.011547005,0.02,3,Tank,IMTA-U0,1.24,0.017320508,0.03,3,Tank,arbitrary units,Figure 6.4,No,NA,Falade (2023),Condition factor,South Africa,0.024193548,0.016260163
RP,S006,S006.17,S006.G,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,1.67,0.144337567,0.25,3,Tank,IMTA-U0,1.79,0.167431578,0.29,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.162011173,0.149700599
RP,S006,S006.18,S006.G,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,1.49,0.080829038,0.14,3,Tank,IMTA-U0,1.79,0.167431578,0.29,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.162011173,0.093959732
RP,S006,S006.19,S006.G,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,1.9,0.121243557,0.21,3,Tank,IMTA-U0,1.79,0.167431578,0.29,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.162011173,0.110526316
RP,S006,S006.20,S006.G,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,2.45,0.225166605,0.39,3,Tank,IMTA-U0,1.79,0.167431578,0.29,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.162011173,0.159183673
RP,S006,S006.21,S006.G,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,FCR,nutrient utilisation,Basal,Not applicable,18.75,3.36,0.242487113,0.42,3,Tank,IMTA-U0,1.79,0.167431578,0.29,3,Tank,arbitrary units,Figure 6.2,No,NA,Falade (2023),Feed conversion ratio,South Africa,0.162011173,0.125
RP,S006,S006.3,S006.H,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,SG,growth performance,Basal,Not applicable,17.55,1.95,0.085,1.9,5,Tank,Abfeed®-S34 Control,2.02,0.1,0.22,5,Tank,mm/month,Figure 5.3,No,NA,Falade (2023),Shell gain,South Africa,0.108910891,0.974358974
RP,S006,S006.6,S006.H,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,SG,growth performance,Basal,Not applicable,17.55,1.81,0.05,0.11,5,Tank,Abfeed®-S34 Control,2.02,0.1,0.22,5,Tank,mm/month,Figure 5.3,No,NA,Falade (2023),Shell gain,South Africa,0.108910891,0.060773481
RP,S006,S006.12,S006.I,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,2.41,0.207846097,0.36,3,Tank,IMTA-U0,2.14,0.173205081,0.3,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.140186916,0.149377593
RP,S006,S006.13,S006.I,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,2.52,0.127017059,0.22,3,Tank,IMTA-U0,2.14,0.173205081,0.3,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.140186916,0.087301587
RP,S006,S006.14,S006.I,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,2.07,0.109696551,0.19,3,Tank,IMTA-U0,2.14,0.173205081,0.3,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.140186916,0.09178744
RP,S006,S006.15,S006.I,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,1.76,0.15011107,0.26,3,Tank,IMTA-U0,2.14,0.173205081,0.3,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.140186916,0.147727273
RP,S006,S006.16,S006.I,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,PER,nutrient utilisation,Basal,Not applicable,18.75,1.43,0.098149546,0.17,3,Tank,IMTA-U0,2.14,0.173205081,0.3,3,Tank,arbitrary units,Figure 6.3,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.140186916,0.118881119
RP,S006,S006.2,S006.J,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,PER,nutrient utilisation,Basal,Not applicable,17.55,1.94,0.11,0.25,5,Tank,Abfeed®-S34 Control,2.74,0.11,0.25,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.091240876,0.128865979
RP,S006,S006.5,S006.J,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,PER,nutrient utilisation,Basal,Not applicable,17.55,1.68,0.14,0.31,5,Tank,Abfeed®-S34 Control,2.74,0.11,0.25,5,Tank,arbitrary units,Table 5.4,No,NA,Falade (2023),Protein efficiency ratio,South Africa,0.091240876,0.18452381
RP,S006,S006.10,S006.K,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,7.79,0.167431578,0.29,3,Tank,IMTA-U0,6.12,0.121243557,0.21,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,South Africa,0.034313725,0.037227214
RP,S006,S006.11,S006.K,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,9.92,0.167431578,0.29,3,Tank,IMTA-U0,6.12,0.121243557,0.21,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,South Africa,0.034313725,0.029233871
RP,S006,S006.7,S006.K,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,6.1,0.155884573,0.27,3,Tank,IMTA-U0,6.12,0.121243557,0.21,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,South Africa,0.034313725,0.044262295
RP,S006,S006.8,S006.K,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,6.12,0.121243557,0.21,3,Tank,IMTA-U0,6.12,0.121243557,0.21,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,South Africa,0.034313725,0.034313725
RP,S006,S006.9,S006.K,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,FI,feed behaviour,Basal,Not applicable,18.75,6.82,0.057735027,0.1,3,Tank,IMTA-U0,6.12,0.121243557,0.21,3,Tank,%BW/day,Figure 6.1,No,NA,Falade (2023),Feed intake,South Africa,0.034313725,0.014662757
RP,S006,S006.22,S006.L,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U0.75,0.75,242,daily,FSL,growth performance,Basal,Not applicable,18.75,70.69,0.796743371,1.38,3,Tank,IMTA-U0,70.56,0.254034118,0.44,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,South Africa,0.006235828,0.019521856
RP,S006,S006.23,S006.L,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U1.5,1.5,242,daily,FSL,growth performance,Basal,Not applicable,18.75,73.2,0.144337567,0.25,3,Tank,IMTA-U0,70.56,0.254034118,0.44,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,South Africa,0.006235828,0.003415301
RP,S006,S006.24,S006.L,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U3,3,242,daily,FSL,growth performance,Basal,Not applicable,18.75,73.68,0.479200723,0.83,3,Tank,IMTA-U0,70.56,0.254034118,0.44,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,South Africa,0.006235828,0.011264929
RP,S006,S006.25,S006.L,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U6,6,242,daily,FSL,growth performance,Basal,Not applicable,18.75,74.39,0.444559707,0.77,3,Tank,IMTA-U0,70.56,0.254034118,0.44,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,South Africa,0.006235828,0.010350854
RP,S006,S006.26,S006.L,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,40,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,IMTA-U12,12,242,daily,FSL,growth performance,Basal,Not applicable,18.75,72.52,0.202072594,0.35,3,Tank,IMTA-U0,70.56,0.254034118,0.44,3,Tank,mm,Figure 6.4,No,NA,Falade (2023),Final shell length,South Africa,0.006235828,0.004826255
RP,S006,S006.39,S006.M,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 IMTA,12,273,daily,FW,growth performance,Basal,Not applicable,17.55,106.7,0.599266218,1.34,5,Tank,Abfeed®-S34 Control,108.06,0.693181073,1.55,5,Tank,g,Figure 5.3,No,NA,Falade (2023),Final weight,South Africa,0.014343883,0.012558575
RP,S006,S006.40,S006.M,"Falade, A. E. (2023). Optimising Integrated Multitrophic Aquaculture (IMTA) on a South African Abalone Farm. Rhodes University.",Rhodes University,2023,Grey literature,South Africa,Yes,No,No,No,No,Yes,Yes,Funded by abalone feed manufacturer and commercial abalone farmer. Industry in-kind support,No COI statement,H. midae,66.28,Land-based farm,"Basket, cage and/or net",Ulva sp.,meal,S34-Ulva 12 Non-IMTA,12,273,daily,FW,growth performance,Basal,Not applicable,17.55,103.17,0.693181073,1.55,5,Tank,Abfeed®-S34 Control,108.06,0.693181073,1.55,5,Tank,g,Figure 5.3,No,NA,Falade (2023),Final weight,South Africa,0.014343883,0.015023747
RP,S007,S007.18,S007.A,"Bates, A. L., Howarth, G. S., Currie, K. L., Purvis, M., Bansemer, M. S., & Stone, D. A. J. (2017). Growth and nutrient utilization of greenlip abalone (Haliotis laevigata) fed Ulva Sp. protein extract. Journal of Shellfish Research, 36(3). https://doi.org/10.2983/035.036.0325",Journal of Shellfish Research,2017,Primary literature,Australia,Yes,No,No,No,No,Yes,Yes,Funding provided by AAGA. Industry in-kind support,No COI statement,H. laevigata,1.82,Laboratory,Tank-based,Ulva sp.,extract,10% UPE meal diet,10,90,daily,FCR,nutrient utilisation,Basal,Not applicable,22,0.74,0.02,0.04,4,Tank,0% UPE meal diet,0.76,0.02,0.04,4,Tank,arbitrary units,Table 4,No,NA,Bates et al. (2017),Feed conversion ratio,Australia,0.052631579,0.054054054
