Authors,Author.full.names,Title,Year,Source.title,Volume,Issue,Art..No.,Page.start,Page.end,DOI,Link,Abstract,Open.Access,Source,EID
"Jeong, HJ; Kim, HR; Kim, KI; Kim, KY; Park, KH; Kim, ST; Yook, YD; Song, JY; Kim, JS; Seong, KA; Yih, WH; Pae, SJ; Lee, CH; Do Huh, M; Lee, SH","Jeong, HJ; Kim, HR; Kim, KI; Kim, KY; Park, KH; Kim, ST; Yook, YD; Song, JY; Kim, JS; Seong, KA; Yih, WH; Pae, SJ; Lee, CH; Do Huh, M; Lee, SH",NaOCl produced by electrolysis of natural seawater as a potential method to control marine red-tide dinoflagellates,2002,PHYCOLOGIA,41,6,,643,656,10.2216/i0031-8884-41-6-643.1,http://dx.doi.org/10.2216/i0031-8884-41-6-643.1,"As part of the development of a method to control the outbreak and persistence of red tides using sodium hypochlorite (NaOCl), we investigated the effect of NaOCl on the survival of red-tide dinoflagellates, diatoms, heterotrophic protists, planktonic crustaceans, fin-fish, shellfish, and macroalgae. Because NaOCl introduced into natural waters would be subject to dilution, as well as breakdown in sunlight to NaCl, the survival of organisms was determined after 10 min exposure and 1 h exposure to NaOCl, and again after transfer to fresh seawater for 6 or 24 h. The lethal total residual chlorine (TRC) concentration that killed 50% of the test organisms (LC50) for the red-tide dinoflagellates Gymnodinium catenatum, Cochlodinium polykrikoides, Akashiwo sanguinea, Lingulodinium polyedrum, Prorocentrum micans, Alexandrium affine, and Gymnodinium impudicum ranged from 57 to 157 ppb for 10 min exposure and from 30 to 106 ppb for 1 h exposure. Complete mortality of all red-tide species occurred at TRC concentrations of similar to 500 ppb. The LC(50)s of the diatoms Skeletonema costatum and Thalassiosira rotula, 3083-3383 ppb for 10 min exposure and 3128-3433 ppb for 1 h exposure, were much higher than for red-tide dinoflagellates. But the LC50S of the heterotrophic dinoflagellates Polykrikos kofoidii and Oxyrrhis marina were similar to those of red-tide dinoflagellates. The ciliate Strombidinopsis sp. had LC(50)s of 306 ppb for. 10 min exposure and 119 ppb for 1 h exposure, which are higher than those for dinoflagellates. The LC(50)a of the calanoid copepods Acartia spp. and Pseudodiaptomus sp. were 1397-1493 ppb for 10 min exposure and 744-987 ppb for 1 h exposure, and those for larvae of the brine shrimp Artemia franciscana were 4905 ppb for 10 m exposure and 2814 ppb for 1 h exposure. The LC(50)s of juvenile gray mullet Mugil cephalus and juvenile black rockfish Sebastes schlegeli were 1234-1883 ppb for 10 min exposure and 1234-1440 ppb for 1 h exposure, whereas those of adult Manila clam Ruditapes philippinarum and spat of the abalone Nordotis discus were > 20,000 ppb. The LC(50)s of the macroalgae Griffithsia japonica (Rhodophyta) and Ulva pertusa (Chlorophyta) were 1519-12,365 ppb for 10 min exposure and 1085-12,558 ppb for 1 h exposure. The present study therefore suggests that, if NaOCl is introduced into waters containing red-tide organisms at TRC concentrations of 300-500 ppb for 10 min exposure and 200-400 ppb for 1 h exposure, red tides can be effectively controlled without serious harmful effects on other marine organisms, except heterotrophic dinoflagellates.",View Full Record in Web of Science,WOS:000180236700009,
"Duong, DN; Stone, DAJ; Qin, JG; Bansemer, MS; Harris, JO","Duong, Duong N.; Stone, David A. J.; Qin, Jian G.; Bansemer, Matthew S.; Harris, James O.",'Energy budgets for greenlip abalone (Haliotis laevigataDonovan) fed live macroalgae compared to commercial formulated diets',2020,AQUACULTURE RESEARCH,51,12,,4948,4960,10.1111/are.14832,http://dx.doi.org/10.1111/are.14832,"Energy budgets were developed for greenlip abalone (Haliotis laevigata) under different feeding scenarios to predict growth, metabolic and waste outputs. The energy budgets of abalone fed live macroalgae (Ulvasp. orGracilaria cliftonii) and an equal mix of those two macroalgae species with and without nutrient enrichment, or one of three control formulated commercial diets, at 22 degrees C for 93 days were investigated. Among non-enriched algal treatments, abalone fedG. cliftoniiand mixed diet treatments had significantly higher ingested feed energy and absorbed energy than those fedUlvasp. Abalone fed non-enrichedG. cliftoniiinvested significantly more energy into somatic growth than those fedUlvasp. and the mixed diet treatment. For diets with nutrient enrichment, ingested feed energy and absorbed energy rate of abalone fedG. cliftoniiand mixed diet treatments were significantly higher than those fedUlvasp. Nutrient enrichment increased crude protein in live macroalgae, and ammonia excretion energy rate was higher for abalone fed enriched macroalgae compared to non-enriched. Abalone fed the control commercial diets spent more energy in all components compared to those fed the live macroalgae treatments. The major component of the energy budgets in abalone fed the commercial diets and live macroalgae diets was somatic growth energy, ranging from 25.5% to 37.7% of ingested feed energy, except for abalone fed liveUlvasp. where the major component was respiration energy (38.5%). Overall, abalone fed the formulated diets or live non-enrichedG. cliftoniicould increase ingested feed energy, absorbed energy and somatic growth energy.",View Full Record in Web of Science,WOS:000564548500001,
"Marinho, GS; Holdt, SL; Angelidaki, I","Marinho, Goncalo S.; Holdt, Susan L.; Angelidaki, Irini",Seasonal variations in the amino acid profile and protein nutritional value of Saccharina latissima cultivated in a commercial IMTA system,2015,JOURNAL OF APPLIED PHYCOLOGY,27,5,,1991,2000,10.1007/s10811-015-0546-0,http://dx.doi.org/10.1007/s10811-015-0546-0,"Seaweeds have potential for the provision of biomass for food and feed supplements. The demand is increasing especially for proteins as ingredients; however, the amino acid profile is essential for evaluation of the nutritional value of proteins. The year-round protein concentration and amino acid profiles of Saccharina latissima were determined, and the harvest time and nutritional potential were evaluated. Bi-monthly samples were analyzed from S. latissima (including epiphytes, when present) cultivated commercially at an integrated multi-trophic aquaculture (IMTA) site and a reference site in Denmark in 2013-2014. Overall, there was no significant difference for the tested parameters between the two sampling sites; however, seasonal variations were found. The protein concentration varied markedly reaching a maximum of 10.8 % dry weight (DW) in November and a minimum of 1.3 % DW in May 2013. Aspartic and glutamic acids dominated the amino acid profile, accounting for up to 49 % of the total. Greatest seasonal differences in amino acid composition occurred in July, with leucine contributing most (22.7-26.7 %) of the observed differences. A maximal essential amino acid (EAA) score of 68.9 % (based on WHO/FAO/UNU requirements) was achieved in November 2013. The presence of epiphytes in July to November changed neither the amino acid content nor the EAA score. S. latissima is comparable with wheat as a protein ingredient for fish feed and appears to be a suitable protein/amino acid source for human consumption. This study proposes that there may be a mismatch between harvest time and nutritional value. The preferable harvest time for S. latissima is November, due to high protein content and EAA score. However, higher yield and cleaner biomass for human consumption would be found in May.",View Full Record in Web of Science,WOS:000361891600026,
"PECK, LS; CULLEY, MB; HELM, MM","PECK, LS; CULLEY, MB; HELM, MM",A LABORATORY ENERGY BUDGET FOR THE ORMER HALIOTIS-TUBERCULATA L,1987,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,106,2,,103,123,10.1016/0022-0981(87)90150-X,http://dx.doi.org/10.1016/0022-0981(87)90150-X,"Each component of the energy budget (ingestion, egestion, somatic growth, reproductive investigation, respiration, excretion, and mucus production) was measured for Haliotis tuberculata L. held at 15.degree. C in a 12-h light: 12-h dark regime. Ulva lactuca L. was used as the food source throughout, and the budget was assessed over the whole size range of the animal. Ingestion rates ranged from 1.94 to 997.2 cal .cntdot. animal-1 .cntdot. day-1 in 0.01 to 50 g dry wt (3.71 .times. 10-3 to 17.3 g dry flesh wt) animals, respectively. The major component of the energy budget was somatic growth (37.5% of I) in a 0.01-g dry wt animal while it was respiration (31.1% of I) in a 50-g dry wt animal. Mucus production formed a larger part of the budget (from 23.3% of I in a 0.01-g dry wt animal to 29.1% of I in a 50-g dry wt animal). Scope for growth, I-(E + R + U + M), was calculated as ranging from 24.5% of ingestation in a 50-g dry wt animal to 36.8% in a 0.01-g dry wt animal. Each component was measured independently and allometric relationships with animal dry weight calculated. Exponents ranged from 0.60 (somatic growth) to 1.06 (reproductive investment). The calorific value of food was 3419 cal .cntdot. g dry wt-1 and for faeces was 2817 cal .cntdot. g dry wt-1. Absorption as a percentage of ingestion in terms of dry weight ranged from 78% for 95-mm length animals (50 g dry wt) to 81% in 6-mm animals (0.01 .cntdot. g dry wt-1). Gross and net growth efficiencies (K1 and K2) were calculated on an energy basis and both were logarithmically related to animal dry weight.",View Full Record in Web of Science,WOS:A1987G835700001,
"Bansemer, MS; Qin, JG; Currie, KL; Stone, DAJ","Bansemer, Matthew S.; Qin, Jian G.; Currie, Krishna-Lee; Stone, David A. J.",TEMPERATURE-DEPENDENT FEED CONSUMPTION PATTERNS FOR GREENLIP (HALIOTIS LAEVIGATA) AND HYBRID (H. LAEVIGATA x HALIOTIS RUBRA) ABALONE FED FRESH MACROALGAE OR A FORMULATED DIET,2015,JOURNAL OF SHELLFISH RESEARCH,34,3,,885,892,10.2983/035.034.0318,http://dx.doi.org/10.2983/035.034.0318,"Because of the nocturnal and slow feeding activity of abalone, farmed abalone are typically provided with feed throughout the night. Understanding the nocturnal feeding patterns of abalone is fundamental to feed management and productive abalone farming. In this study, the apparent feed consumption for greenlip abalone (Haliotis laevigata) and hybrid abalone (H. laevigata x Haliotis rubra) fed fresh Ulva sp. or a commercial formulated diet at 18 degrees C or 22 degrees C were investigated at night. Abalone were exposed to low light intensity (3.4 Lux) from 7:00 AM to 7:00 PM and darkness from 7:00 PM to 7:00 AM. Abalone were fed to excess daily at 4:00 PM and feed intake was determined at 7:00 PM, 10:00 PM, 1:00 AM, 4:00 AM, and 8:00 AM. When Ulva sp. was added to the tank, greenlip and hybrid abalone immediately displayed a feeding response, which was not observed in abalone fed the formulated diet. Abalone consumed Ulva sp. at a linear rate from 4:00 PM to 8:00 AM. In contrast, the apparent feed consumption rate of abalone fed the formulated diet was minimal from 4:00 PM to 7:00 PM, and was highest between 7:00 PM and 1:00 AM. Apparent feed consumption rate of abalone significantly increased as water temperature increased from 18 degrees C to 22 degrees C, but the effect was greater for hybrid abalone compared with greenlip abalone. The total apparent feed intake of both greenlip and hybrid abalone fed Ulva sp. was significantly greater than for both types of abalone fed the formulated diet. The total apparent feed intake on dry basis, and nutrient intake for abalone fed Ulva sp. was significantly lower than for abalone fed the formulated diet. This study indicates that the upper temperature range for feed intake in hybrid abalone is higher than in greenlip abalone. Ulva sp. can stimulate abalone feeding, though the high moisture content in algae can reduce nutrient intake.",View Full Record in Web of Science,WOS:000367745300018,
"Dai, Q; Cho, SH","Dai, Qihu; Cho, Sung Hwoan",Chicken by-product meal as a replacement to fish meal in juvenile abalone (Haliotis discus hannai Ino 1952) feed,2023,JOURNAL OF THE WORLD AQUACULTURE SOCIETY,54,6,,1482,1496,10.1111/jwas.12973,http://dx.doi.org/10.1111/jwas.12973,"This study aims to assess the effect of replacing anchovy meal with chicken by-product meal (CBM) in juvenile abalone (Haliotis discus hannai) feed. Five diets were formulated to contain 0 (CBM0), 25 (CBM25), 50 (CBM 50), 75 (CBM75), and 100% (CBM100) CBM in replacement to 24% fish meal (FM). Dried Saccharina japonica, which is the natural food for this species of abalone was also prepared. Each diet was fed to triplicate groups of abalone. 1260 abalone assigned into eighteen cages were fed for 16 weeks. After the 16-week feeding trial, 30 abalones from each cage were exposed to air for 24 h, and survival was monitored for 7 days. Results showed that weight gain and specific growth rate of abalone fed the CBM0 (185.4 +/- 12.83% and 0.93 +/- 0.040%/day, respectively) diet were significantly (p < 0.04 for both) higher than those of abalone fed the CBM100 (139.0 +/- 6.36% and 0.78 +/- 0.024%/day, respectively) diet. Shell length and width of abalone fed the CBM0 diet were significantly (p < 0.003 and p < 0.02, respectively) longer and wider than those of abalone fed the CBM75 and CBM100 diets. Survival of abalone during the 7-day postobservation period after the 24-h air exposure exhibited no remarkable (p > 0.1 for Log Rank and Wilcoxon tests) difference among all formulated diets according to the analysis of the Kaplan-Meier survival curve. In conclusion, CBM can replace FMup to 50% in an abalone diet without compromising growth performance and survival.",View Full Record in Web of Science,WOS:000978804100001,
"Kim, J; Cho, SH","Kim, June; Cho, Sung Hwoan","Macroalgal substitution effect in diet on growth, body composition, and stress resistance of juvenile sea cucumber (Apostichopus japonicus) subjected to air and low salinity exposures",2022,JOURNAL OF APPLIED PHYCOLOGY,34,2,,1123,1130,10.1007/s10811-022-02689-z,http://dx.doi.org/10.1007/s10811-022-02689-z,"Effect of various macroalgae substitution for Sargassum thunbergii in diet on growth, body composition, and survival of sea cucumber (Apostichopus japonicus) subjected to air and low salinity exposures was determined. Nine hundred juvenile sea cucumber were distributed into 18 tanks (50 sea cucumber per tank). Six experimental diets were prepared. Sargassum thunbergii was included in the control (Con) diet. The macroalgae Sargassum horneri, Undaria pinnatifida, Saccharina japonica, Ulva australis, and combined U. pinnatifida and S. japonica were included to replace S. thunbergii in the Con diet, referred to as the SH, UA, UP, SJ, and combined diets, respectively. All diets were assigned to triplicate groups of sea cucumber. Sea cucumbers were fed daily for 8 weeks. After the 8-week feeding trial, sea cucumbers were subjected to 30-h air and 12-h low salinity at 10 psu exposures. Weight gain and specific growth rate of sea cucumber fed the Con, SH, and UA diets were significantly greater than those of sea cucumber fed the UP, SJ, and combined diets. The chemical composition of the whole sea cucumber, except for moisture content, was not affected by the experimental diets. No difference in survival of sea cucumber fed all experimental diets was observed at the end of 4-day post observation period after the 30-h air and 12-h low salinity exposures. In conclusion, S. thunbergii can be substituted with either S. horneri or U. australis in sea cucumber feed without retarding growth and stress resistance against air and low salinity exposures.",View Full Record in Web of Science,WOS:000749933600002,
"Chi, YZ; Qiao, LK; Zuo, SQ; Yan, HY; Du, CY; Hwang, HM; Wang, P","Chi, Yongzhou; Qiao, Leke; Zuo, Siqi; Yan, Haiying; Du, Chunying; Hwang, Hueymin; Wang, Peng",Submerged liquid fermentation of Ulva prolifera Muller tissue and applications for improving growth performance in juvenile abalone (Haliotis discus hannai Ino),2018,JOURNAL OF APPLIED PHYCOLOGY,30,4,,2639,2647,10.1007/s10811-018-1413-6,http://dx.doi.org/10.1007/s10811-018-1413-6,"Ulva prolifera Muller, an alga rich in nutrients and bioactive compounds, is a natural feed resource for aquatic animals. In this study, instead of extracting polysaccharides (PUs) from U. prolifera, algae powder was used directly as the primary carbon source in a fermentation medium. Five percent (5%) algae powder was more conducive to fermentation. Using submerged liquid fermentation, the soluble components of U. prolifera were released efficiently in a 50-L fermenter. Levels of mannitol acquired using submerged liquid fermentation were 1.8 times higher than those acquired using the hot-water method, and polysaccharides were efficiently hydrolyzed to form oligosaccharides with an average molecular weight of approximately 3300 Da. Furthermore, a 2-month experiment was conducted to evaluate the effects of U. prolifera fermentation extracts on the growth performance of juvenile abalone (Haliotis discus hannai Ino). Diets containing algae fermentation extracts in concentrations ranging from 0.25 to 1% significantly increased linear shell growth rate (LGR), weight growth rate (WGR), and specific growth rate (SGR). Diets supplemented with fermentation extracts in concentrations of 0.5 and 1% significantly increased the degree of green coloration in the shell. Treatment of algae tissue using submerged liquid fermentation has the advantages of high efficiency and convenient process monitoring. Additionally, the technique can be scaled up for use in animal husbandry and aquaculture.",View Full Record in Web of Science,WOS:000440782100043,
"Lee, SM","Lee, SM","Utilization of dietary protein, lipid, and carbohydrate by abalone Haliotis discus hannai:: A review",2004,JOURNAL OF SHELLFISH RESEARCH,23,4,,1027,1030,,,"Feeding Haliotis discus hannai depends mainly oil the use of macroalgae such as Undaria sp. or Laminaria sp.. although the species is an important mariculture shellfish in Korea. Research oil the utilization of protein, lipid, and carbohydrate in formulated diets by H. discus hannai has been conducted, and the results have been reviewed. H. discus hannai fed a formulated diet showed better growth performance than those fed a macroalgae based-diet. Casein. fish meal, soybean meal. cottonseed meal. and wheat germ meal are all good Sources of dietary protein for H. discus hannai. The optimum dietary lipid content for H. discus hannai is from 2% to 5%. Marine fish oil, for instance squid liver oil, is a good dietary lipid source for H. discus hannai. Oil Supplementation in diets is not necessary when fish meal as main protein Source is used for H. discus hannai diets. Comparative growth rates were observed when H. discus hannai were fed diets containing each of the following carbohydrate sources: wheat flour, dextrin. Sucrose, potato starch. or as a mixture combined with practical ingredients Such as soybean meal, corn gluten meal, cotton seed meal, and wheat flour. These results may be used in developing practical feed formulation and improving aquaculture production of abalone.",View Full Record in Web of Science,WOS:000227815000015,
"Garr, AL; Acosta-Salmón, H; Riche, M; Davis, M; Capo, TR; Haley, D; Tracy, P","Garr, Amber L.; Acosta-Salmon, Hector; Riche, Marty; Davis, Megan; Capo, Thomas R.; Haley, David; Tracy, Patrick",Growth and Survival of Juvenile Queen Conch Strombus gigas Fed Artificial Diets Containing Varying Levels of Digestible Protein and Energy,2011,NORTH AMERICAN JOURNAL OF AQUACULTURE,73,1,PII 933053518,34,41,10.1080/15222055.2011.544619,http://dx.doi.org/10.1080/15222055.2011.544619,"Aquaculture methods for queen conch Strombus gigas have been established for several decades. However, there is a need to improve husbandry techniques for the grow out of juveniles. The purpose of this study was to determine the growth and survival of juvenile queen conchs fed artificial diets with increasing levels of a red alga Agardhiella sp. Agardhiella, soy protein isolate, and fish oil were increased at the expense of catfish feed, wheat flour, or both to keep the diets isonitrogenous (38% crude protein [CP]) with increasing protein to energy ratios (83-96 mg CP/kcal). Yttrium was also incorporated as an inert marker for determining the digestibility of dietary nutrients. Juvenile queen conchs were stocked at 75/m2 for a total of 16 conchs per replicate (three replicates) and were fed 125 mg of diet per conch each day for 6 months. Dietary crude protein ranged from 31% to 38%. The dietary lipid, moisture, energy, ash, fiber, carbohydrate, and yttrium in each diet were also determined. Juvenile conchs were measured (shell length and wet weight) every 6 weeks. At the end of the experiment, feces were collected to determine protein, energy, and dry matter digestibility. Results indicated the highest growth rates (0.10 mm/d and 0.11 mm/d) and survival were for conchs that were fed diets containing a soy protein isolate protein substitution of 15% or less. This study highlights the importance of the protein source in the artificial diets of juvenile queen conchs.",View Full Record in Web of Science,WOS:000288280500007,
"MAI, KS; MERCER, JP; DONLON, J","MAI, KS; MERCER, JP; DONLON, J","COMPARATIVE-STUDIES ON THE NUTRITION OF 2 SPECIES OF ABALONE, HALIOTIS-TUBERCULATA L, AND HALIOTIS-DISCUS-HANNAI INO .3. RESPONSE OF ABALONE TO VARIOUS LEVELS OF DIETARY-LIPID",1995,AQUACULTURE,134,1-Feb,,65,80,10.1016/0044-8486(95)00043-2,http://dx.doi.org/10.1016/0044-8486(95)00043-2,"This study was carried out to evaluate the effects of graded dietary lipid levels on the survival, growth and body composition of Haliotis tuberculata and H. discus hannai. Six purified diets were formulated to provide approximately 25% protein, and a series of graded lipid levels, from 0.63 to 11.58%, in the form of a mixture of corn oil and menhaden fish oil (1:1), The red alga, Palmaria palmata, was used as a control diet. Abalone juveniles of similar size (H. tuberculata, 588 mg; H. discus hannai, 389 mg) were distributed in a recirculating system using a completely randomized design with 7 treatments and 3 replicates per treatment (20 juveniles/replicate), and fed the appropriate diet every 3rd day for a 100-day period. P. palmata produced similar or better growth performance for both abalone species than the artificial diets. Among the artificial diets, significantly higher weight gains were observed for H. discus hannai at dietary lipid levels ranging from 3.11 to 7.09%, and for H. tuberculata at 3.11%. However, growth in terms of protein gain was best when both species of abalone were fed 3.11 and 5.15% dietary lipid, Soft-body lipid content positively correlated with dietary lipid levels. Inversely, soft-body protein concentrations decreased with the increase of dietary lipid. Overall, H. discus hannai deposited a slightly higher level of lipid, but a lower level of protein than H. tuberculata. There were no significant differences in survival of abalone fed the experimental diets.",View Full Record in Web of Science,WOS:A1995RM14000007,
"Daume, S; Ryan, S","Daume, S; Ryan, S",Nursery culture of the abalone Haliotis laevigata:: Larval settlement and juvenile production using cultured algae or formulated feed,2004,JOURNAL OF SHELLFISH RESEARCH,23,4,,1019,1026,,,"This study was conducted to investigate the settlement, growth, survival. and size variability of the abalone Haliotis laevigata on commercial scale. At settlement, two plate conditioning times for the green alga Ulvella lens (conditioned for 6 or 8 wk) were evaluated and compared with plates colonized by different diatom species (Navicula cf. jeffreyi and Cocconeis sp.). In a choice experiment an overall settlement rate of 87% was estimated 3 days after larval release. The majority of the larvae chose to settle on U. lens (61% on 8-wk-old and 14% on 6-wk-old U. lens, with average algal cover of 97% and 82% respectively). Larvae showed a clear preference for older than for younger U. lens, with similar percentage cover. indicating that the developmental stage of the alga and not percentage cover per se is important in settlement induction. Only 7% and 5% respectively of the settled larvae were found on the plates colonized by the diatom species N. cf. jeffreyi and Cocconeis sp. Results clearly demonstrate that U. lens provides a suitable substrate to improve the settlement of Haliotis laevigata larvae on commercial scale. Juvenile growth (mu m day(-1)) oil a mixed diet of U. lens and N. c jeffreyi was not constant and increased with size to 70-80 mu m day(-1). Both growth rate and size variability increased over time until juveniles reached approximately 5 mm in shell length. The survival declined to ca. 30% at 44 days after settlement but stabilized thereafter. Distinct increases in size variability were observed between 3 and 16 and between 30 and 44 days after settlement. followed by elevated growth rates and a change from monomodal to multimodal distribution at day 44. The latter coincided with a shift in diet from a diatom-dominated diet to a macroalgal diet of U. lens at day 44. The increase in growth rate between 3 and 16 days is believed to reflect a shift in nutrition with postlarvae switching from absorbing yolk reserves to efficient exogenous feeding. The growth. Survival, and size variability of juveniles was assessed when feeding on algal diets as well as a formulated diet. Juveniles grew faster on U. lens than on a formulated feed or plates colonized with the diatom N. cf. jeffreyi. Results indicate that growth Of juveniles may be more variable when feeding on natural feed (Navicula cf jeffreyi., U. lens) than on a formulated feed. However, until a feed is formulated that can match the mean growth rates achieved on U. lens, we suggest keeping juveniles on plates colonized with U. lens as long as possible. Juvenile H. laevigata should not he weaned onto formulated feed until they reach at least 5 mm in shell length.",View Full Record in Web of Science,WOS:000227815000014,
"Cicala, F; Tripp-Valdez, MA; Montes-Orozco, V; Cervantes-Vazquez, GS; de la Cruz, FL","Cicala, Francesco; Tripp-Valdez, Miguel A.; Montes-Orozco, Vincent; Cervantes-Vazquez, Gesem S.; De la Cruz, Fabiola Lafarga",Effects of six diets on the growth and survival rates of postlarvae of red abalone (Haliotis rufescens) and its hybrid (H. rufescens ♀ x H. fulgens ♂ ),2023,SCIENTIA MARINA,87,1,e055,,,10.3989/scimar.05300.055,http://dx.doi.org/10.3989/scimar.05300.055,"One of the main bottlenecks in abalone aquaculture is maintaining individuals during the weaning stage, when the natural diet changes from diatoms (postlarvae) to macroalgae (juvenile). During this period, abalone pass through profound morphological and physiological changes, which suitable nutrient requirements must sustain. An inadequate diet can result in adverse effects such as late metamorphosis, starvation, slow growth and even death during this phase. Two strategies have been proposed to increase the growth and survival rates of weaning abalone: (i) extending feeding with benthic diatoms and (ii) abalone hybridization via interspecific crosses. To evaluate the efficiency of the two strategies, we assessed the growth and survival rates of postlarvae of pure red abalone (Haliotis rufescens) and a hybrid obtained by crossing red abalone females with green abalone (H. fulgens) males. Both crosses were supplied with six different diets consisting of either one macroalgae mono-diet (Macrocystis pyrifera or Ulva ohnoi) or a mixture with Navicula incerta. Overall, cross-specific diets achieved better growth rates, suggesting that each cross may need specific food items (nutrients) during weaning. Moreover, pure red abalone generally showed the highest growth rates, while the hybrid abalone showed the highest survival rates with most tested diets. Hence, hybrids appear to be better at withstanding stressful conditions, and their use in aquaculture could reduce losses and increase commercial production.",View Full Record in Web of Science,WOS:000964243300002,
"Chen, JC; Lee, WC","Chen, JC; Lee, WC",Growth of Taiwan abalone Haliotis diversicolor supertexta fed on Gracilaria tenuistipitata and artificial diet in a multiple-tier basket system,1999,JOURNAL OF SHELLFISH RESEARCH,18,2,,627,635,,,"Taiwan abalone, Haliotis diversicolor supertexta, juveniles (26.64 +/- 2.30 mm) were placed in 4 sets of 7-basket tiers, 35 abalone in each basket, and reared indoors with running seawater (31-35%) for 395 days. Food was generally given every other day at a rate of 30% and 3% of total body weight for Graciliaria tenuistipitata and artificial diet, respectively. Survival was 64.3-71.4% and 61.4-78.6% in the Gracilaria and artificial diet, respectively. Growth of abalone placed on the top tier was inferior to those placed on the middle and bottom tiers. In the first 33 days, the growth rate of H. diversicolor supertexta fed Gracilaria and the artificial diet was 61-101 and 105-163 mu m/day, respectively. The abalone fed an artificial diet gained twice as much total body weight as those fed Gracilaria after 96 days. The overall growth rate of abalone fed an artificial diet was 24.4, 47.7, and 47.9 mg/day, or 1.8, 2.2, and 2.2 times higher than abalone fed Gracilaria, on the top, middle, and bottom tiers, respectively. The FCR (feed conversion ratio) in dry weight of food was 3.10, 2.68, and 2.76 for the abalone fed an artificial diet, and 4.43, 3.03, and 3.04 for those fed Gracilaria. It is concluded that H. diversicolor supertexta placed in a multiple-tier basket system and fed an artificial diet could grow to market size (>40 mm shell length) in less than half the time in comparison to those fed on Gracilaria.",View Full Record in Web of Science,WOS:000084906000036,
"MCSHANE, PE; NAYLOR, JR","MCSHANE, PE; NAYLOR, JR","DENSITY-INDEPENDENT GROWTH OF HALIOTIS-IRIS MARTYN (MOLLUSCA, GASTROPODA)",1995,JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY,190,1,,51,60,10.1016/0022-0981(95)00031-L,http://dx.doi.org/10.1016/0022-0981(95)00031-L,"The growth rate and nutritional status of abalone (Haliotis iris) exposed to low (similar to 0.3 m(-2)) and high densities of conspecifics (similar to 15 m(-2)) was measured in 5 x 5 m experimental enclosures. Over the duration of the experiment (15 months), estimates of the percent cover of macroalgae revealed no significant difference attributable to density except for crustose coralline algae which had significantly greater cover in high density enclosures. Drift seaweed, the preferred food of Haliotis iris was always present in low abundance (<5% cover). There was no significant effect of density on the relative gut fullness or growth of H. iris, but significant variation in the dry weight of pedal muscle was due to density. Measurements of the dry weight of gonad and the ash-free dry weight of pedal muscle or gonad were otherwise similar between low and high density treatments for H. iris. Shell growth was similar among high density and low density treatments but high in relation to other populations of H. iris. Density independent growth is consistent with the feeding biology of H. iris and may apply to other species of abalone.",View Full Record in Web of Science,WOS:A1995RP04700004,
"Britton, D; Schmid, M; Revill, AT; Virtue, P; Nichols, PD; Hurd, CL; Mundy, CN","Britton, Damon; Schmid, Matthias; Revill, Andrew T.; Virtue, Patti; Nichols, Peter D.; Hurd, Catriona L.; Mundy, Craig N.",Seasonal and site-specific variation in the nutritional quality of temperate seaweed assemblages: implications for grazing invertebrates and the commercial exploitation of seaweeds,2021,JOURNAL OF APPLIED PHYCOLOGY,33,1,,603,616,10.1007/s10811-020-02302-1,http://dx.doi.org/10.1007/s10811-020-02302-1,"In coastal ecosystems, seaweeds provide habitat and a food source for a variety of species including herbivores of commercial importance. In these systems seaweeds are the ultimate source of energy with any changes in the seaweeds invariably affecting species of higher trophic levels. Seaweeds are rich sources of nutritionally important compounds such as polyunsaturated fatty acids (PUFA) and are particularly rich in long-chain (>= C-20) PUFA (LC-PUFA). In southern Australia, the 'Great Southern Reef' has one of the most diverse assemblages of seaweeds in the world, which support highly productive fisheries and have been recognised as a promising resource of omega-3 LC-PUFA. Despite this, there is little information on the biochemical composition of most species and how it varies between sites and seasons. To address this knowledge gap, we undertook a survey to assess seasonal variability in the biochemical composition (fatty acids and nitrogen content) of abundant understory seaweeds across three sites in eastern Tasmania. The availability of nutritional compounds differed between sites and was primarily driven by differences in the biomass and the biochemical composition of the nutritious red seaweeds at each site. This variability may explain regional differences in the productivity of commercial fisheries. At the species level, seasonal changes in fatty acid composition were highly variable between species and sites, indicating that multiple environmental drivers influence fatty acid composition of seaweeds in this system. This finding suggests that commercial harvest of seaweeds from eastern Tasmania will need to consider species and site-specific variability in fatty acid composition.",View Full Record in Web of Science,WOS:000581549000001,
